DeviceTag: Movella DOT0,FirmwareVersion: 2.2.1,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2024-04-09 11:40:51.220,© Movella Technologies B.V. 2005-2024
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
41303655,0.0145,-0.0054,-0.0006,-0.9999,0.0564,-0.6249,-178.3382,0.0174,0.0714,-0.0364,0
41303821,0.0146,-0.0054,-0.0006,-0.9999,0.0543,-0.6241,-178.3268,0.0241,0.0809,0.0183,0
41303988,0.0146,-0.0054,-0.0005,-0.9999,0.0537,-0.6234,-178.3309,0.0176,0.1092,0.0261,0
41304155,0.0146,-0.0054,-0.0005,-0.9999,0.0537,-0.6218,-178.3321,0.0537,0.0511,-0.0369,0
41304321,0.0146,-0.0054,-0.0005,-0.9999,0.0520,-0.6215,-178.3293,0.0423,0.0520,0.0714,0
41304488,0.0146,-0.0054,-0.0005,-0.9999,0.0526,-0.6183,-178.3316,0.0373,0.0329,-0.0173,0
41304655,0.0145,-0.0054,-0.0005,-0.9999,0.0511,-0.6180,-178.3381,0.0329,0.0479,0.0081,0
41304821,0.0145,-0.0054,-0.0005,-0.9999,0.0513,-0.6164,-178.3394,0.0268,0.0778,0.0191,0
41304988,0.0145,-0.0054,-0.0005,-0.9999,0.0508,-0.6139,-178.3372,0.0394,0.0660,-0.0130,0
41305155,0.0145,-0.0053,-0.0005,-0.9999,0.0508,-0.6131,-178.3364,0.0482,0.0739,0.0190,0
41305321,0.0145,-0.0053,-0.0005,-0.9999,0.0508,-0.6127,-178.3376,0.0517,0.0728,0.0157,0
41305488,0.0145,-0.0054,-0.0005,-0.9999,0.0497,-0.6144,-178.3385,0.0441,0.0671,0.0049,0
41305655,0.0145,-0.0054,-0.0005,-0.9999,0.0477,-0.6153,-178.3433,0.0431,0.0551,0.0128,0
41305821,0.0145,-0.0054,-0.0005,-0.9999,0.0460,-0.6156,-178.3418,0.0432,0.0520,0.0110,0
41305988,0.0144,-0.0054,-0.0005,-0.9999,0.0453,-0.6150,-178.3452,0.0487,0.0640,0.0080,0
41306155,0.0144,-0.0054,-0.0005,-0.9999,0.0443,-0.6144,-178.3456,0.0369,0.0584,0.0106,0
41306321,0.0144,-0.0054,-0.0005,-0.9999,0.0444,-0.6142,-178.3484,0.0420,0.0457,0.0041,0
41306488,0.0144,-0.0053,-0.0005,-0.9999,0.0443,-0.6128,-178.3508,0.0422,0.0438,0.0030,0
41306655,0.0144,-0.0053,-0.0004,-0.9999,0.0426,-0.6120,-178.3495,0.0327,0.0535,0.0016,0
41306821,0.0144,-0.0053,-0.0004,-0.9999,0.0422,-0.6116,-178.3533,0.0267,0.0494,0.0141,0
41306988,0.0143,-0.0053,-0.0004,-0.9999,0.0424,-0.6121,-178.3572,0.0450,0.0608,0.0131,0
41307155,0.0143,-0.0053,-0.0004,-0.9999,0.0413,-0.6118,-178.3626,0.0439,0.0532,0.0073,0
41307321,0.0143,-0.0053,-0.0004,-0.9999,0.0400,-0.6103,-178.3629,0.0568,0.0505,0.0055,0
41307488,0.0142,-0.0053,-0.0004,-0.9999,0.0390,-0.6096,-178.3707,0.0554,0.0526,0.0102,0
41307655,0.0142,-0.0053,-0.0004,-0.9999,0.0384,-0.6080,-178.3720,0.0282,0.0468,0.0277,0
41307821,0.0142,-0.0053,-0.0004,-0.9999,0.0382,-0.6062,-178.3731,0.0478,0.0463,0.0104,0
41307988,0.0142,-0.0053,-0.0004,-0.9999,0.0390,-0.6046,-178.3748,0.0416,0.0569,0.0037,0
41308155,0.0142,-0.0053,-0.0004,-0.9999,0.0376,-0.6027,-178.3768,0.0616,0.0435,0.0111,0
41308321,0.0141,-0.0052,-0.0004,-0.9999,0.0367,-0.6004,-178.3797,0.0365,0.0526,0.0037,0
41308488,0.0141,-0.0052,-0.0004,-0.9999,0.0371,-0.5985,-178.3845,0.0295,0.0532,0.0155,0
41308655,0.0141,-0.0052,-0.0004,-0.9999,0.0361,-0.5970,-178.3851,0.0453,0.0541,0.0227,0
41308821,0.0141,-0.0052,-0.0004,-0.9999,0.0353,-0.5927,-178.3857,0.0472,0.0473,0.0124,0
41308988,0.0141,-0.0051,-0.0004,-0.9999,0.0345,-0.5884,-178.3880,0.0322,0.0517,0.0202,0
