DeviceTag: Xsens DOT6B,FirmwareVersion: 2.2.1,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2024-04-09 11:31:46.900,© Movella Technologies B.V. 2005-2024
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
35857323,0.9716,-0.0017,-0.0002,0.2366,-0.1982,0.0200,27.3738,-0.0075,-0.0099,0.1211,0
35857490,0.9716,-0.0017,-0.0002,0.2366,-0.1983,0.0206,27.3739,0.0055,0.0068,0.1123,0
35857657,0.9716,-0.0017,-0.0002,0.2366,-0.1986,0.0209,27.3747,0.0108,-0.0013,0.1235,0
35857823,0.9716,-0.0018,-0.0002,0.2366,-0.2012,0.0216,27.3742,0.0058,0.0038,0.1254,0
35857990,0.9716,-0.0018,-0.0002,0.2366,-0.2016,0.0225,27.3736,0.0038,-0.0024,0.1111,0
35858157,0.9716,-0.0018,-0.0002,0.2366,-0.2010,0.0233,27.3736,-0.0065,-0.0035,0.1030,0
35858323,0.9716,-0.0017,-0.0002,0.2366,-0.1997,0.0230,27.3740,0.0024,-0.0065,0.1053,0
35858490,0.9716,-0.0017,-0.0002,0.2366,-0.1995,0.0223,27.3737,-0.0055,-0.0047,0.1136,0
35858657,0.9716,-0.0017,-0.0002,0.2366,-0.1982,0.0219,27.3744,0.0141,-0.0056,0.0965,0
35858823,0.9716,-0.0017,-0.0002,0.2366,-0.1979,0.0218,27.3747,0.0085,-0.0019,0.1347,0
35858990,0.9716,-0.0017,-0.0002,0.2366,-0.1968,0.0222,27.3755,0.0004,-0.0031,0.0906,0
35859157,0.9716,-0.0017,-0.0002,0.2366,-0.1962,0.0223,27.3754,0.0096,-0.0085,0.1050,0
35859323,0.9716,-0.0017,-0.0002,0.2366,-0.1965,0.0221,27.3756,-0.0128,-0.0155,0.1027,0
35859490,0.9716,-0.0017,-0.0002,0.2366,-0.1964,0.0220,27.3775,-0.0030,-0.0017,0.1155,0
35859657,0.9716,-0.0017,-0.0002,0.2366,-0.1952,0.0218,27.3766,-0.0005,-0.0042,0.1187,0
35859823,0.9716,-0.0017,-0.0002,0.2366,-0.1946,0.0225,27.3755,0.0039,0.0029,0.1089,0
35859990,0.9716,-0.0017,-0.0002,0.2366,-0.1936,0.0222,27.3741,0.0025,0.0024,0.1075,0
35860157,0.9716,-0.0017,-0.0002,0.2366,-0.1935,0.0232,27.3743,0.0075,0.0014,0.1090,0
35860323,0.9716,-0.0017,-0.0002,0.2366,-0.1945,0.0230,27.3744,0.0067,0.0037,0.1181,0
35860490,0.9716,-0.0017,-0.0002,0.2366,-0.1932,0.0231,27.3744,0.0065,-0.0124,0.1055,0
35860657,0.9716,-0.0017,-0.0002,0.2366,-0.1944,0.0236,27.3749,0.0022,-0.0034,0.1050,0
35860823,0.9716,-0.0017,-0.0002,0.2366,-0.1945,0.0235,27.3749,0.0009,-0.0172,0.1127,0
35860990,0.9716,-0.0017,-0.0002,0.2366,-0.1954,0.0229,27.3757,-0.0133,-0.0190,0.1295,0
35861157,0.9716,-0.0017,-0.0002,0.2366,-0.1937,0.0223,27.3754,-0.0197,-0.0017,0.1069,0
35861323,0.9716,-0.0017,-0.0002,0.2366,-0.1942,0.0218,27.3751,-0.0066,0.0091,0.1206,0
35861490,0.9716,-0.0017,-0.0002,0.2366,-0.1929,0.0228,27.3756,0.0004,0.0098,0.1148,0
35861657,0.9716,-0.0017,-0.0002,0.2366,-0.1919,0.0235,27.3764,0.0198,0.0045,0.1224,0
35861823,0.9716,-0.0017,-0.0002,0.2366,-0.1918,0.0236,27.3767,-0.0135,-0.0135,0.1100,0
